Agronegocio;Estagio em Manutencao (Moinho Vera Cruz)  Santa Luzia (MG);https //www.vagas.com.br/vagas/v2343936/estagio em manutencao moinho vera cruz santa luzia mg;Sobre a Bunge Lider mundial em processamento de oleaginosas e uma das maiores produtoras e fornecedoras de oleos gorduras e proteinas vegetais ha mais de dois seculos a Bunge trabalha com o proposito de conectar agricultores e consumidores para fornecer alimentos ingredientes e combustiveis essenciais para o mundo. No Brasil contamos com mais de 100 unidades e somos uma das principais empresas de agronegocio e alimentos lider em Originacao de graos em processamento de soja e trigo e na contratacao de frete logistico. Programa de Estagio Alem da rotina e vivencia em suas areas de atuacao os estagiarios contratados pelo Programa tambem contarao com trilha de aprendizagem voltada as competencias de conhecimento de negocios (como gestao de projetos produtividade e inovacao por exemplo) e ao fortalecimento de habilidades comportamentais (como comunicacao nao violenta como lidar com emocoes vieses inconscientes postura e identidade profissional). Localizacao Santa Luzia (MG)Pre requisitos  Cursando faculdade de nivel superior Engenharia Mecanica ou Engenharia Eletrica  Formacao prevista apos julho/23  Disponibilidade para estagiar 6h/dia e 30h/semanais e com tempo habil para deslocamento entre localidade universidade  Disponibilidade para estagiar no periodo diurno  Preferencialmente residir na cidade onde a unidade esta localizada   Nao e exigida experiencia profissional ou conhecimento tecnico previo   Tambem nao e requisito do programa ter proficiencia ou conhecimento do idioma ingles sendo este um diferencial  Identificacao com os nossos valores        Atuamos como um so time  promovendo a inclusao a colaboracao e o respeito       Buscamos a excelencia  sendo ageis inovadores e eficientes       Fazemos o que e certo  agindo de forma segura etica e sustentavel. Atividades que serao realizadas  Contribuir com planejamento e programacao das atividades de manutencao  Aquisicoes de pecas e materiais de reposicao mecanicos eletricos e pneumaticos  Realizar gerenciamento de ordens de trabalho e contratos de servicos terceirizados.  da area Area estrategica responsavel por gerir todos os equipamentos do parque fabril provendo a seguranca das instalacoes excelencia operacional e confiabilidade dos equipamentos.          Outros requisitos  Disponibilidade para residir em Santa Luzia (MG)  Importante checar com a universidade a disponibilidade para estagiar.
Agronegocio;Estagio na area Comercial (Originacao de Graos)  Primavera do Leste (MT);https //www.vagas.com.br/vagas/v2376893/estagio na area comercial originacao de graos primavera do leste mt;Sobre a Bunge Lider mundial em processamento de oleaginosas e uma das maiores produtoras e fornecedoras de oleos gorduras e proteinas vegetais ha mais de dois seculos a Bunge trabalha com o proposito de conectar agricultores e consumidores para fornecer alimentos ingredientes e combustiveis essenciais para o mundo. No Brasil contamos com mais de 100 unidades e somos uma das principais empresas de agronegocio e alimentos lider em Originacao de graos em processamento de soja e trigo e na contratacao de frete logistico. Programa de Estagio Alem da rotina e vivencia em suas areas de atuacao os estagiarios contratados pelo Programa tambem contarao com trilha de aprendizagem voltada as competencias de conhecimento de negocios (como gestao de projetos produtividade e inovacao por exemplo) e ao fortalecimento de habilidades comportamentais (como comunicacao nao violenta como lidar com emocoes vieses inconscientes postura e identidade profissional). Localizacao Primavera do Leste (MT)Outros requisitos Pre requisitos  Cursando faculdade de nivel superior Engenharia Agricola Agronomia ou Administracao  Formacao prevista apos julho/23  Disponibilidade para estagiar 6h/dia e 30h/semanais e com tempo habil para deslocamento entre localidade universidade  Disponibilidade para estagiar no periodo diurno  Preferencialmente residir na cidade onde a unidade esta localizada   Nao e exigida experiencia profissional ou conhecimento tecnico previo   Tambem nao e requisito do programa ter proficiencia ou conhecimento do idioma ingles sendo este um diferencial  Identificacao com os nossos valores        Atuamos como um so time  promovendo a inclusao a colaboracao e o respeito       Buscamos a excelencia  sendo ageis inovadores e eficientes       Fazemos o que e certo  agindo de forma segura etica e sustentavel. Atividades que serao realizadas  Prestar suporte as negociacoes e contratos comerciais atendendo clientes internos atualizando indicadores de desempenho e consolidando dados de mercado.  da area  Area responsavel por negociar as commodities que serao levadas para nossas fabricas moinhos portos e silos. E o coracao do nosso Negocio. Outros requisitos  Disponibilidade para residir em Primavera do Leste (MT)  Importante checar com a universidade a disponibilidade para estagiar.
Agronegocio;AUX Administrativo;https //www.vagas.com.br/vagas/v2376987/aux administrativo;Voce conhece a Bunge? A Bunge e lider mundial em abastecimento processamento e fornecimento de produtos e ingredientes de graos e sementes oleaginosas. Fundada em 1818 a Bunge alimenta um mundo em crescimento criando produtos e oportunidades sustentaveis para mais de 70.000 agricultores e seus consumidores em todo o mundo. A empresa esta sediada em St. Louis Missouri e tem 24.000 funcionarios que estao por tras de mais de 350 terminais portuarios fabricas de processamento de sementes oleaginosas silos de graos e instalacoes de producao e embalagem de alimentos e ingredientes em todo o mundo. Atividades que serao realizadas  	Enviar orientacao fiscal de faturamento para liberacao de embarque  	Abertura de OS junto as classificadoras  	Validacao de Sintegra / CND dos fornecedores  	Validacao e conferencia de documentos fiscais  	Orientacao e suporte ao time PDA que fica a campo  	Abertura de chamados  	Agendamentos de cargas  	Realizar faturamento de cargas de soja / milho / caroco de algodao e fertilizantes  	Suporte para areas pares (Logistica Armazenagem Materia Prima Comercial) bem como os clientes externos  Experiencias e conhecimentos esperados Conhecimentos fiscais pacote office (avancado sera um diferencial). Ser organizado analitico e proativo. Caracteristicas do nosso time  Nosso time e formado por pessoas engajadas com alta energia e comprometidas em trazer os melhores talentos para a empresa. Aqui promovemos um ambiente aberto onde todas as opinioes sao bem vindas e favorecendo a troca de experiencias. Por que voce deve se juntar a nos?  Somos uma empresa global e lider no Agronegocio nossa missao e alimentar e energizar o Mundo. Na Bunge voce ira encontrar um ambiente desafiador e muitas oportunidades de aprendizado!  Veja tambem nossos beneficios  	Vale Alimentacao 	Plano de saude e odontologico 	Previdencia Privada 	Refeitorio 	PPR Localidade Rondonopolis /MT      Outros requisitos Experiencias e conhecimentos esperados Conhecimentos fiscais pacote office (avancado sera um diferencial). Ser organizado analitico e proativo.
Agronegocio;Estagio em Logistica  Sao Paulo (SP);https //www.vagas.com.br/vagas/v2350736/estagio em logistica sao paulo sp;Sobre a Bunge Lider mundial em processamento de oleaginosas e uma das maiores produtoras e fornecedoras de oleos gorduras e proteinas vegetais ha mais de dois seculos a Bunge trabalha com o proposito de conectar agricultores e consumidores para fornecer alimentos ingredientes e combustiveis essenciais para o mundo. No Brasil contamos com mais de 100 unidades e somos uma das principais empresas de agronegocio e alimentos lider em Originacao de graos em processamento de soja e trigo e na contratacao de frete logistico.  Programa de Estagio  Alem da rotina e vivencia em suas areas de atuacao os estagiarios contratados pelo Programa tambem contarao com trilha de aprendizagem voltada as competencias de conhecimento de negocios (como gestao de projetos produtividade e inovacao por exemplo) e ao fortalecimento de habilidades comportamentais (como comunicacao nao violenta como lidar com emocoes vieses inconscientes postura e identidade profissional).  Localizacao Sao Paulo (SP)  Pre requisitos  Cursando faculdade de nivel superior Engenharia de Producao ou Administracao  Formacao prevista apos julho/23  Disponibilidade para estagiar 6h/dia e 30h/semanais e com tempo habil para deslocamento entre localidade universidade  Disponibilidade para estagiar no periodo diurno  Preferencialmente residir na cidade onde a unidade esta localizada  Nao e exigida experiencia profissional ou conhecimento tecnico previo  Tambem nao e requisito do programa ter proficiencia ou conhecimento do idioma ingles sendo este um diferencial.   Identificacao com os nossos valores  Atuamos como um so time  promovendo a inclusao a colaboracao e o respeito  Buscamos a excelencia  sendo ageis inovadores e eficientes  Fazemos o que e certo  agindo de forma segura etica e sustentavel.   Atividades que serao realizadas  Participar da elaboracao de estrategias de contratacao e precificacao  Acompanhamento da execucao dos contratos e fretes  Auxilio no controle de pagamentos  Gestao e organizacao de contratos  Elaboracao e preenchimento dos controles de gestao  Acompanhamento de novos projetos de logistica no pais.    da area  Area responsavel por toda negociacao dos contratos logisticos que envolvem o transporte das commodities para nossas fabricas moinhos portos e silos.Outros requisitos  Disponibilidade para residir em Sao Paulo (SP)  Importante checar com a universidade a disponibilidade para estagiar.
Agronegocio;Estagio em Gestao de Risco Financeiro Sao Paulo (SP);https //www.vagas.com.br/vagas/v2353327/estagio em gestao de risco financeiro sao paulo sp;Sobre a Bunge  Lider mundial em processamento de oleaginosas e uma das maiores produtoras e fornecedoras de oleos gorduras e proteinas vegetais ha mais de dois seculos a Bunge trabalha com o proposito de conectar agricultores e consumidores para fornecer alimentos ingredientes e combustiveis essenciais para o mundo. No Brasil contamos com mais de 100 unidades e somos uma das principais empresas de agronegocio e alimentos lider em Originacao de graos em processamento de soja e trigo e na contratacao de frete logistico.  Programa de Estagio  Alem da rotina e vivencia em suas areas de atuacao os estagiarios contratados pelo Programa tambem contarao com trilha de aprendizagem voltada as competencias de conhecimento de negocios (como gestao de projetos produtividade e inovacao por exemplo) e ao fortalecimento de habilidades comportamentais (como comunicacao nao violenta como lidar com emocoes vieses inconscientes postura e identidade profissional).  Localizacao Sao Paulo (SP)  Pre requisitos  Cursando faculdade de nivel superior Agronomia Engenharia de Producao ou Ciencias Contabeis  Formacao prevista apos julho/23  Disponibilidade para estagiar 6h/dia e 30h/semanais e com tempo habil para deslocamento entre localidade universidade  Disponibilidade para estagiar no periodo diurno  Preferencialmente residir na cidade onde a unidade esta localizada  Nao e exigida experiencia profissional ou conhecimento tecnico previo  Tambem nao e requisito do programa ter proficiencia ou conhecimento do idioma ingles sendo este um diferencial.   Identificacao com os nossos valores  Atuamos como um so time  promovendo a inclusao a colaboracao e o respeito  Buscamos a excelencia  sendo ageis inovadores e eficientes  Fazemos o que e certo  agindo de forma segura etica e sustentavel. Atividades que serao realizadas  Prestar suporte na gestao de programas operacionais participando do processo de melhoria continua com interface junto aos principais setores produtivos das areas.    Atividades que serao realizadas  Prestar suporte nas demandas realizadas em parceria com gestores territoriais apoio na manutencao da carteira de clientes ja existentes e na construcao e atualizacao dos indicadores da area.   da area  Area responsavel por agregar valor oferecendo servicos e produtos especializados para os times comerciais atuando tambem em frentes de Back Office Front Office e interacao com gestores territoriais.Outros requisitos  Disponibilidade para residir em Sao Paulo (SP)  Importante checar com a universidade a disponibilidade para estagiar.
Agronegocio;Anl Fiscal Pl;https //www.vagas.com.br/vagas/v2378594/anl fiscal pl;Objetivo do Cargo Responsavel pelas atividades de controle da Notas Fiscais de devolucao de mercadorias e refaturamento envolvendo conferencia e escrituracao de documentos fiscais atendendo ao cumprimento da legislacao fiscal em vigor e o correto recolhimento do ICMS.Principais atividades Repassar todas as informacoes necessarias aos setores responsaveis pela emissao de documentos de saida mediante suporte tecnico orientacao fiscal e tributaria como tambem aos silos subordinados a sua responsabilidade para que executem as operacoes de acordo com a legislacao fiscal e normas da empresa Executar a conferencia dos relatorios mensais gerados pelos respectivos sistemas de processamento tais como Controle de Globais Posicao Acumulada de Saidas e Entradas assegurando a confiabilidade dos dados e a veracidade da escrituracao dos documentos fiscais atendendo ao cumprimento da legislacao fiscal em vigor Assegurar a entrega da DFC/GI  Declaracao Fisco Contabil e Guia de Informacao Assegurar a renovacao do pedido de licenca para a Policia Federal para compra de produtos quimicos atraves de entrega de documentos nas respectivas reparticoes Assegurar a regularizacao trimestralmente das Certidoes junto ao SICAF (INSS) para concorrencia publica apresentando Certidoes Federais Certidao estaduais Certidao da Divida Ativa da Uniao e Certidao da Prefeitura do Municipio Manter atualizados os documentos legais e fiscais da Unidade e todas as filiais do GO MG e DF como certidao negativa livros fiscais alvara de funcionamento e procuracoes cumprindo normas das legislacoes vigentes.Acompanhar a compras para exportacao e gerar os memorandos de exportacao para as todas as filiais do estado do Goias Minas Gerais e Distrito Federal Orientar e assegurar a correta apuracao fiscal junto ao BSCEmitir requisicao de pagamentos para multas autos de infracao taxas estaduais federais ou municipais.	Acompanhar alteracoes nos regulamentos de ICMS e contribuicoes federais e municipais.Acompanhar a caixa postal na conta ICMS Transparente de todas as filais do GO MG e DF bem como o atendimento das solicitacoes recebidas Acompanhamento diario da pauta fiscal bem como repassar a informacao as pessoas envolvidas Analisar e orientar sobre novas operacoes fiscais Acompanhamento e renovacao da autorizacao do Sinal de Radio Amador  Anatel Fabrica Luziania e Silos de Goias e Minas Gerais e Distrito Federal Acompanhamento das exportacoes das filiais para emissao de Notas Fiscais de Retorno de Exportacao Assegurar que as notificacoes federais estaduais e municipais sejam atendidas dentro dos prazos estipulados Garantir o cumprimento dos prazos para fechamento fiscal apuracao e recolhimento de impostos mediante a elaboracao do cronograma da area Acompanha a integracao das informacoes no sistema fiscal/contabil e livros fiscais solicitando posteriormente as devidas correcoes as unidades ou BSC Inscricao/Baixa/Alteracoes Cadastrais/Filiais juntamente aos orgaos Estaduais e Municipais Controle de notas fiscais pendentes de ISSQN junto a prefeitura de Luziania e Silos da Regional e Moinho de Brasilia cobranca das pessoas responsaveis para regularizacao.Formacao Graduacao em Contabeis Administracao Comercio Exterior Economia e areas afins.Experiencia/Conhecimentos Necessarios 	Experiencia na area Fiscal e tributaria rotinas administrativas baseado em normas e procedimento	Conhecimentos nas ferramentas Sap Excel e conhecimento no segmento do agronegocio/trigo.Local de Atuacao Cidade (UF)
Materia;Titulo;link;Descricao
Agroindustria;Promotor de Vendas (zona Sul  Sp);https //www.vagas.com.br/vagas/v2382324/promotor de vendas zona sul sp;Responsavel por promover e aumentar o desempenho da marca La Vita.Prospectar novos clientes.Negociar pontos de destaques para garantir melhor exposicao ao nosso consumidor e conversao de vendas.Realizar interface com Logistica e Qualidade para acompanhamento de todo o ciclo do pedido objetivando aumentar o nivel de servico e a garantia do produto para o cliente.Executar estrategia do ponto de vendas.Necessario possui CLT e conducao propria.Outros requisitos
Agroindustria;Desenhista Agricola;https //www.vagas.com.br/vagas/v2357100/desenhista agricola;	Atuar na elaboracao de desenhos e projetos utilizando os dados topograficos levantados em campo abrangendo tambem a codificacao de talhoes para monitoramento SGPA elaboracao de mapas de sistematizacao de solo  	Criacao de layouts para calculo e desenhos de mapas planialtimetricos utilizando a ferramenta digital Autocad  	Realizar o pos processamento de dados de GPS levantados pela equipe de Agricultura de Precisao  	Elaboracao de projetos de sulcacao (meiosi e cantosi) em ferramenta digital Agrocad  	Elaboracao dos books de mapas da safra  	Manter se atualizado quanto aos procedimentos operacionais que envolvem as atividades da producao de cana  	Manter o acervo cartografico sempre atualizado e organizado.Outros requisitos 	Ensino tecnico voltado a area agricola ou afins  	Experiencia em Interpretacao e desenho de informacoes geograficas e projetos de engenharias diversas principalmente aqueles aplicados a agroindustria canavieira  	Conhecimento nos sistemas AgroCAD Arcgis QGIS  	Disponibilidade para residir na regiao de Clementina.
Agroindustria;Analista de Recursos Humanos Sr;https //www.vagas.com.br/vagas/v2378015/analista de recursos humanos sr;Treinamento e Desenvolvimento desenvolver e ministrar conteudos de treinamentos comportamentais. Atracao e Selecao realizar R&S para vagas Administrativas Tecnicas e de Liderancas bem como acompanhar os indicadores de desempenho destes processos. Atuar diretamente na gestao do clima organizacional diagnostico resultados e execucao do plano de acao. Gestao de Desempenho apoiar na construcao de ferramenta de avaliacao de desempenho 360o bem como acompanhar o processo evolutivo de desenvolvimento dos profissionais. Realizar descricoes de cargos e apoiar nas atividades de pesquisas salariais e ajustes de estrutura. Realizar e acompanhar indicadores de desempenho da area de Recursos Humanos. Ser responsavel pelo Programa de Integracao de novos colaboradores
Agroindustria;Comprador Jr;https //www.vagas.com.br/vagas/v2345397/comprador jr;Atribuicoes  Aquisicao de MRO (Manutencao Reparos e Operacao) ferramentas material de construcao de escritorio e limpeza EPI TI mantimentos e cesta basica medicamentos cadastramento de itens e fornecedores colocacao de contratos e pedidos de compra no Sistema ERP dando apoio a outros compradores da equipe.  Requisitos    Desejavel Conhecimento ERP Totvs DATASUL  Conhecimento intermediario de EXCEL  Solida experiencia na funcao (desenvolvimento de fornecedores realizacao de cotacoes negociacao input de pedidos dentro das boas praticas)  Sera considerado um diferencial ter trabalhado no ramo de agricultura agroindustria alimenticio (supermercado ou cozinha industrial) logistica. Trabalho 100% presencial.
########
Materia;Titulo;link;Descricao
Materia;Titulo;link;Descricao
Materia;Titulo;link;Descricao
Materia;Titulo;link;Descricao
Materia;Titulo;Link;Descricao
Materia;Titulo;Link;Descricao
Materia;Titulo;Link;Descricao
Agroindustria;Comprador Jr;https //www.vagas.com.br/vagas/v2345397/comprador jr;Atribuicoes  Aquisicao de MRO (Manutencao Reparos e Operacao) ferramentas material de construcao de escritorio e limpeza EPI TI mantimentos e cesta basica medicamentos cadastramento de itens e fornecedores colocacao de contratos e pedidos de compra no Sistema ERP dando apoio a outros compradores da equipe.  Requisitos    Desejavel Conhecimento ERP Totvs DATASUL  Conhecimento intermediario de EXCEL  Solida experiencia na funcao (desenvolvimento de fornecedores realizacao de cotacoes negociacao input de pedidos dentro das boas praticas)  Sera considerado um diferencial ter trabalhado no ramo de agricultura agroindustria alimenticio (supermercado ou cozinha industrial) logistica. Trabalho 100% presencial.
